PLAYER,YEAR,POS,HEIGHT,HEIGHT_W_SHOES,REACH,WEIGHT,WINGSPAN,WING DIFF,SHUTTLE_RUN,THREE_QUARTER_SPRINT,STANDING_VERTICAL,MAX_VERTICAL,BENCH_PRESS,BODY_FAT,HAND L,HAND W
Tomas Satoransky,2012,COMBO G,78.5,79.5,100,200.6,79.25,0.75,,,,,,5.20%,8.5,9.5
Tommy Smith,2003,COMBO F,81,,107.5,200,86.5,5.5,,3.14,30,33,2,6.70%,,
Toney Douglas,2009,PG,73,74,97.5,183.4,78,5,,3.03,28,32.5,15,5.20%,,
Tony Allen,2004,WING,75.5,76.25,102,214,81,5.5,,3.19,31.5,36.5,17,6.70%,,
Tony Bobbitt,2004,WING,74.75,76,100,185,79,4.25,,,,,1,7.30%,,
Tony Bradley,2017,BIG,81.25,82.75,112.5,248.8,89,7.75,2.99,3.44,24.5,27.5,,12.00%,9.5,9.5
Tony Carr,2018,PG,75,76.5,100,198.8,80.25,5.25,3.39,3.17,25,31.5,,6.50%,8.5,9.75
Tony Mitchell,2013,WING,77.25,78.25,100,216.4,82,4.75,,3.47,31.5,40,14,5.70%,8.5,10
Tony Mitchell Jr.,2012,COMBO F,79.5,80.75,106.5,236.4,86.5,7,3.25,3.52,33.5,38,13,5.60%,9,10
Tony Snell,2013,WING,78,79.25,105.5,198.2,83.5,5.5,2.84,3.25,30,36.5,7,4.90%,9,9.5
Tony Wroten,2012,PG,76.75,78,101,203.2,81,4.25,,3.24,30,35.5,0,5.20%,8,9
Torin Francis,2006,BIG,81,82,105.5,247,85,4,,3.51,26.5,32,9,12.40%,,
Tory Walker,2001,WING,78.75,,104.5,187,83.25,4.5,,3.25,28,33,7,6.70%,,
Trae Young,2018,PG,72.5,73.75,95.5,177.8,75,2.5,,,,,,5.40%,8,9.25
Travis Diener,2005,COMBO G,71.75,73,93.5,165.2,71.75,0,,3.26,24.5,31,1,,,
Travis Hansen,2003,WING,76.5,,100.5,200,78.5,2,,3.18,31.5,35,16,6.00%,,
Travis Leslie,2011,WING,75,76.25,103,205,82.5,7.5,,3.13,33,40.5,10,8.10%,8.75,9.25
Travis Robinson,2002,WING,77.25,,104.5,211,82.5,5.25,,3.43,26,33,3,,,
Tre Simmons,2005,WING,76,77,102.5,194.2,79.5,3.5,,3.18,27,31.5,3,,,
Tremont Waters,2019,PG,69.5,70.75,93.5,172.4,74.25,4.75,3.11,3.07,30.5,40.5,5,6.60%,8,9.75
Trent Plaisted,2008,BIG,81.25,82.25,105.5,240,82.5,1.25,,3.17,30.5,35.5,14,11.00%,,
Trenton Hassell,2001,WING,76.25,,99.5,205,80,3.75,,3.29,35.5,37.5,12,5.30%,,
Treveon Graham,2015,WING,76,77.75,103,219.4,82.5,6.5,3.15,3.3,28.5,31.5,11,5.50%,8.5,8.25
Trevon Duval,2018,PG,73.5,74.5,97.5,191,80.25,6.75,3.08,3.18,34,41.5,,5.20%,8.75,10
Trevor Ariza,2004,WING,79,80.25,107.5,201,86,7,,3.29,29.5,32,8,8.00%,,
Trevor Booker,2010,BIG,78.25,79.5,106,235.8,81.75,3.5,,3.1,31,36,22,7.30%,9,9.5
Trevor Harvey,2003,BIG,81.5,,109.5,245,85,3.5,,3.32,29.5,32,11,10.50%,,
Trevor Mbakwe,2013,BIG,78.75,80,106.5,235.8,88,9.25,2.97,3.32,30,36.5,21,5.90%,9.5,11.5
Trey Burke,2013,PG,71.75,73.25,97.5,187,77.5,5.75,3.01,3.16,29.5,36.5,3,6.90%,8.25,8.75
Trey Johnson,2007,WING,75,77.75,98,216,77,2,,3.31,26.5,35,18,5.40%,,
Trey Lyles,2015,BIG,81,82.25,108,241.2,85.5,4.5,,,,,,12.10%,9.25,10.25
Trey Thompkins,2011,BIG,80.5,81.75,107.5,239,85,4.5,,3.41,27.5,30.5,15,15.50%,9.25,9.75
Tristan Thompson,2011,BIG,79.5,80.75,108.5,227.4,85.25,5.75,,3.26,30,35,9,6.20%,8.75,9.25
Troy Bell,2003,PG,72.25,,97.5,178,77,4.75,,3.06,34.5,41,17,5.30%,,
Troy Brown,2018,WING,77.75,78.75,105,208,82.25,4.5,3.28,3.33,26,33,,7.10%,9,9.75
Troy Murphy,2001,BIG,81.75,,105.5,230,83,1.25,,3.43,28.5,34.5,11,11.70%,,
Troy Ostler,2001,COMBO F,80.75,,106.5,200,85.5,4.75,,3.5,26.5,29.5,2,8.00%,,
Troy Williams,2016,WING,77.75,78.75,102,217.8,80.25,2.5,3.08,3.35,30,36,,10.00%,8.25,9.25
Tu Holloway,2012,PG,70.5,71.75,94.5,186.8,77.5,7,,3.42,28,35,12,8.50%,8.75,10
Ty Jerome,2019,PG,76.25,77.5,98,194.4,76,-0.25,3.12,3.4,26,31.5,2,6.50%,8.25,9.5
Ty Lawson,2009,PG,71.25,72.5,94.5,196.6,72.75,1.5,,3.12,29,36.5,14,6.60%,,
Tyler Cook,2019,BIG,79.25,80.75,106.5,245.4,84.5,5.25,3.1,3.28,27.5,32,11,6.10%,9.5,10.75
Tyler Dorsey,2017,WING,75,76.5,99.5,182.6,77.25,2.25,2.98,3.16,30.5,36,,4.70%,8.5,9.25
Tyler Ennis,2014,PG,73,74.5,98,181.5,79.25,6.25,2.84,3.3,29,36,,6.20%,8.25,8.75
Tyler Hansbrough,2009,BIG,80.25,81.5,106,234.2,83.5,3.25,,3.27,27.5,34,18,8.50%,,
Tyler Harvey,2015,WING,74.75,76,98.5,181.4,77.5,2.75,2.93,3.44,26,28.5,1,9.20%,7.75,8.75
Tyler Herro,2019,COMBO G,76.5,78,100.5,192.4,75.25,-1.25,,,,,,7.10%,8,8.75
Tyler Honeycutt,2011,WING,78.75,80.25,105,186.8,81,2.25,,3.07,30,37,,5.30%,8.5,9.5
Tyler Lydon,2017,BIG,80.25,81.5,107.5,215,84,3.75,2.81,3.46,29.5,33.5,,13.60%,8.75,8.75
Tyler Smith,2009,WING,77.25,78,104.5,212,81.75,4.5,,3.24,29,33.5,10,7.00%,,
Tyler Ulis,2016,PG,68.75,70,88.5,149.2,74,5.25,2.88,3.2,32.5,38,,5.20%,7.5,7.5
Tyler Zeller,2012,BIG,83.25,84.5,104.5,247.4,84,0.75,,3.4,30,34,16,6.40%,9,9.75
Tyreke Evans,2009,COMBO G,76,77.25,104,220.6,83.25,7.25,,3.17,28.5,34,7,7.10%,,
Tyrone Brazelton,2008,PG,70,71,94,166,73.75,3.75,,3.25,30,34,8,8.10%,,
Tyrus Thomas,2006,COMBO F,79.25,80.25,108,217,87,7.75,,3.2,34,39.5,8,5.60%,,
Tyshawn Taylor,2012,PG,74.75,76,97.5,177,78.25,3.5,,3.2,32,36.5,0,4.20%,8.75,8.75
Tyson Chandler,2001,COMBO F,83.5,,110,224,87,3.5,,3.36,31,33.5,2,6.70%,,
Tyus Battle,2018,WING,77,78.75,102,200.2,81,4,2.86,3.07,32,37.5,,4.00%,8.5,9.25
Tyus Jones,2015,PG,72.5,74,97,184.6,77,4.5,2.95,3.32,26.5,32.5,2,6.50%,8.25,8.75
Uche Nsonwu-Amadi,2003,BIG,79.75,,106.5,246,87.75,8,,3.25,27.5,29,21,6.00%,,
Uche Okafor,2002,BIG,81,,112,229,89.5,8.5,,3.34,24.5,25,10,,,
Udoka Azubuike,2018,BIG,82,84.25,112.5,273.8,91,9,3.65,3.12,31,31.5,,8.00%,9.5,10
Udonis Haslem,2002,BIG,79.75,,107,250,83,3.25,,3.31,28.5,33.5,22,,,
Ugonna Okyekwe,2003,WING,79.25,,109,228,87,7.75,,3.2,32,36.5,8,4.30%,,
V.J. Beachem,2017,WING,78.25,80,104.5,193.4,82.25,4,3.19,3.26,30,37,,6.80%,8.5,9
Vander Blue,2013,WING,75.5,77.25,100.5,197.4,78,2.5,2.7,3.14,28,37.5,4,4.60%,8.5,9.5
Vassil Evtimov,2000,BIG,81.75,,106.5,262,82.5,0.75,,3.52,21,28.5,13,,,
Victor Oladipo,2013,WING,75.25,76.25,100.5,213.2,81.25,6,3.14,3.25,33,42,15,6.60%,8.75,9.25
Viktor Keyru,2006,COMBO G,77.25,78,104,202,81.25,4,,3.24,29,34.5,11,5.50%,,
Vince Hunter,2015,BIG,78.75,79.5,104.5,208.4,83,4.25,3.06,3.26,33.5,37.5,13,4.60%,9,8.75
Vincent Yarbrough,2002,WING,77.5,,104.5,202,84.5,7,,3.32,30,34,10,,,
Vladimir Golubovic,2008,BIG,83.25,84.25,111.5,258,86.5,3.25,,3.33,21.5,27,15,6.90%,,
Wade Baldwin IV,2016,PG,74.5,76,100,201.8,83.25,8.75,3.01,3.19,32.5,38,,5.20%,9,9.75
Wayne Ellington,2009,WING,76.25,77.25,100,202.4,78.5,2.25,,3.2,31.5,38,13,5.50%,,
Wayne Selden,2016,WING,76.25,77.75,101,232.4,82.5,6.25,,,,,,7.30%,9,9.25
Wayne Simien,2005,BIG,79.25,81,107,255.8,84,4.75,,3.35,27,27.5,11,,,
Wayne Wallace,2003,BIG,79.25,,108,187,86,6.75,,3.24,29.5,36,6,4.60%,,
Wendell Carter,2018,BIG,80.75,82,109,196.2,88.5,7.75,,,,,,7.90%,8.5,9
Wesley Iwundu,2017,WING,77.5,78.75,105.5,193.4,85,7.5,3.23,3.36,31.5,36,,4.00%,8.75,9.5
Wesley Johnson,2010,WING,78.25,79.25,106,206.4,85,6.75,,3.14,32,37,16,4.60%,9,9.5
Wesley Wilson,2003,BIG,82.25,,110.5,257,87,4.75,,3.3,27,30.5,20,12.40%,,
Will Barton,2012,WING,77,78,102.5,174.4,81.75,4.75,,3.6,30,34,0,4.10%,9,9.5
Will Blalock,2006,PG,71.25,72.5,96.5,194,78,6.75,,3.18,35,40,8,7.20%,,
Will Bynum,2005,COMBO G,70.5,71.5,93,188.8,75.5,5,,3,33,40.5,15,,,
Will Clyburn,2013,WING,77.75,79,105,210.4,84.25,6.5,3.12,3.38,28,34.5,3,6.90%,9.25,10.25
Will Conroy,2005,PG,73,74,96.5,188.6,75,2,,3.28,30.5,36.5,14,,,
Will McDonald,2003,BIG,81.5,,109.5,258,87.5,6,,3.42,25,32.5,17,13.60%,,
Will Solomon,2001,COMBO G,71.75,,99.5,172,81.5,9.75,,3.22,28.5,35,4,4.00%,,
William Buford,2012,WING,76,77,102,214.6,81.5,5.5,,3.43,27.5,32.5,8,11.30%,8.75,10
Willie Cauley-Stein,2015,BIG,83.25,84.5,111,242.4,87,3.75,,,,,,6.30%,9.5,9
Willie Green,2003,COMBO G,74.5,,100,201,79.25,4.75,,3.19,28.5,28.5,13,8.00%,,
Willie Warren,2010,COMBO G,74.5,75.75,99.5,208.4,78,3.5,,3.5,23,31.5,10,7.60%,8.5,9.5
Xavier Henry,2010,WING,77.25,78.5,105,210.2,83.25,6,,3.18,28.5,36.5,8,4.70%,8.75,10
Xavier Thames,2014,PG,74.25,75.5,96,187,76,1.75,3.02,3.48,29,32.5,,6.40%,8.25,9
Yante Maten,2018,BIG,79.25,80.5,106.5,246.2,84.5,5.25,3.13,3.17,27,31.5,,8.10%,9.25,10
Yemi Nicholson,2006,BIG,79.75,81.5,107,258,88.25,8.5,,3.65,26.5,26,8,17.20%,,
Yue Sun,2007,WING,79.75,80.75,105,212,81,1.25,,3.45,29,34,9,5.10%,,
Zabian Dowdell,2007,PG,73,75,100,191,82,9,,3.29,30,33.5,3,5.10%,,
Zach Collins,2017,BIG,82.25,84,111,232.2,85,2.75,,,,,,8.90%,8.75,9.25
Zach LaVine,2014,PG,76.5,77.75,100,180.9,80.25,3.75,2.8,3.19,33.5,41.5,,4.70%,8.25,8.75
Zach Marbury,2001,COMBO G,73.25,,96.5,183,75.5,2.25,,3.1,33,36.5,0,6.70%,,
Zach Norvell Jr.,2019,WING,76.5,77.5,101,206.4,78,1.5,3.34,3.43,24,30,-,7.50%,8.5,9.5
Zhaire Smith,2018,WING,74.75,76,100,198.6,81.75,7,3.15,3.05,33,41.5,,6.10%,8.75,8.25
Zhou Qi,2016,BIG,85.25,86.25,112.5,218.2,91.75,6.5,2.9,3.46,31.5,32,,4.90%,9.25,9.5
